GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
56000,Wyoming,7,SAINC51,52,...,Population (persons) 1/,Number of persons,269000,277000,290000,291000,293000,290000,293000,307000,312000,314000,315000,320000,331000,337000,333000,336000,339000,332000,323000,322000,324000,329000,333795,340023,346863,353353,364548,380477,395446,411530,430897,451850,474185,491712,506400,510344,504895,499696,495633,476966,465103,458373,453690,459260,466251,473081,480283,485160,488167,489451,490787,491780,494300,494657,500017,503453,509106,514157,522667,534876,546043,559851,564402,566844,575491,580937,580959,583671,582007,576240,574783,575327,577681,579636,581978,585067,587618
56000,Wyoming,7,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1497,1585,1671,1836,1784,1804,1761,1825,1902,2017,2049,2123,2138,2223,2319,2327,2445,2574,2692,2871,3030,3285,3600,3954,4408,4987,5554,6118,6466,7254,8254,9054,10111,11076,11468,11488,12194,12873,13064,12949,13579,14933,16281,16963,17641,18332,18856,19565,19889,21223,22463,23898,25465,27252,28577,30592,32744,34859,38507,39925,43653,40914,42254,45973,47751,46955,50073,50083,48094,50609,53616,55690,58208,62192,65665,72574,76056
91000,New England,1,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,12697.9,12726.6,13988.9,15192.5,15872.4,16980.6,17539.3,18666.2,19930.4,21062.6,21293.2,22628.1,23374.5,24652.5,26070.8,27204.4,29597.2,31656.9,34082.4,36908.1,39357.8,42908.5,47054.9,50832.9,54290.9,59576.8,64469.5,70510,76010.8,83051.5,91662.4,101699.8,114610.5,127151.6,139334.3,152358.3,171272.8,183949,197588.7,212244.2,237358.6,254164.8,262419.5,268127.3,282668.9,292140.3,304072.4,319480.2,333229.7,349815.3,371863,392964.7,426869.7,454004.3,473263.6,488753.7,514297.1,528408.1,563754.6,588784.4,623543.8,640227.4,663095.4,680300.2,700702,685415.8,712214.7,743822.5,769497.4,801178.1,844397.1,881138.6,939013.6,995453.2,995687.6,1091230.3,1149397.8
91000,New England,1,SAINC51,52,...,Population (persons) 1/,Number of persons,9232000,9379000,9316000,9289000,9358000,9628000,9833000,9871000,9928000,10030000,10219000,10437000,10532000,10666000,10800000,10986000,11186000,11329000,11430000,11562000,11637000,11735000,11878088,11996218,12087834,12147736,12156540,12176402,12207302,12257357,12302714,12345269,12371656,12435782,12467917,12544350,12641838,12740544,12833004,12951233,13084523,13181740,13229502,13247630,13271045,13334364,13396380,13472634,13554814,13642197,13733828,13837653,13949721,14041043,14122441,14182454,14206683,14216656,14245540,14279205,14340115,14403575,14476418,14565199,14651922,14733282,14818531,14871551,14927576,14994888,15053726,15089721,15057350,15118145,15175633,15263573,15386085
91000,New England,1,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1375,1357,1502,1636,1696,1764,1784,1891,2007,2100,2084,2168,2219,2311,2414,2476,2646,2794,2982,3192,3382,3656,3961,4237,4491,4904,5303,5791,6227,6776,7451,8238,9264,10225,11175,12146,13548,14438,15397,16388,18140,19282,19836,20240,21300,21909,22698,23713,24584,25642,27076,28398,30601,32334,33511,34462,36201,37168,39574,41234,43482,44449,45805,46707,47823,46522,48062,50016,51549,53430,56092,58393,62362,65845,65611,71492,74704
92000,Mideast,2,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,48827.8,49492.6,54041.5,57864.1,60431,64695.2,66399.5,70444.8,75324.1,79761.1,81657.6,86002.3,89507.4,93245.3,98422.5,102961.2,111843,119230.3,127719.9,136907.6,148850.2,158060,173369.3,188603,201141.4,218624.8,236376.8,260001.1,278092.7,300448.3,328659,358707.5,398028.8,438487.1,474778,515609.2,567199,604265.8,643862.1,679077.9,752993.2,809778.4,865565.7,888421.8,940615.9,969389.4,1000855.3,1050528.1,1097195,1149173.8,1213179.2,1271196.6,1370099.2,1423875.9,1486679.1,1538190.7,1614643.3,1656710.5,1748961.1,1843474.9,1910350.7,1944590.1,2013760,2093899.3,2180088.8,2162135.8,2237533.1,2319409.4,2407577.7,2524972.9,2637065.6,2733871.4,2919551.5,3069282.3,3032071,3309966.1,3474692.6
92000,Mideast,2,SAINC51,52,...,Population (persons) 1/,Number of persons,32981000,33623000,33726000,33937000,34466000,35146000,35835000,36323000,36677000,37127000,37721000,38202000,38597000,39133000,39552000,40083000,40555000,41025000,41360000,41617000,41924000,42111000,42516918,42869509,42991563,42836999,42709177,42727721,42667403,42546619,42421484,42358101,42272235,42328543,42382098,42543638,42686518,42793973,42991120,43189888,43435353,43584907,43761704,44070941,44392469,44717161,44969670,45186033,45383860,45579719,45822025,46105834,46386027,46619373,46841190,47034773,47162342,47239239,47334435,47473718,47684886,47943872,48242524,48634053,48972018,49260310,49517953,49725541,49896311,50065581,50216329,50303665,50214888,49988109,49873754,50075539,50464237
92000,Mideast,2,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1480,1472,1602,1705,1753,1841,1853,1939,2054,2148,2165,2251,2319,2383,2488,2569,2758,2906,3088,3290,3550,3753,4078,4399,4679,5104,5535,6085,6518,7062,7747,8468,9416,10359,11202,12120,13288,14120,14977,15723,17336,18579,19779,20159,21189,21678,22256,23249,24176,25212,26476,27571,29537,30543,31739,32703,34236,35071,36949,38831,40062,40560,41742,43054,44517,43892,45186,46644,48252,50433,52514,54347,58141,61400,60795,66099,68855
93000,Great Lakes,3,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,43241.3,42178.8,46880,51720.8,54178.9,59000.4,59541.8,64325.3,68449.7,71322.3,71962.7,76456.3,78851.5,81288.2,85789.4,89695.8,97631.7,106131.1,114624.1,120250.5,129727.9,139469.4,148692.3,162175.4,174702.7,196306.1,212461.8,232572,253259.8,279554.8,308519.4,338353,369390.1,401153.5,425827.5,450203,498507.9,527605.5,556794.9,579214.7,625838.9,670378.8,709806.3,731546.7,786551.1,818374.3,865492.6,909713.2,953956.8,1001261.1,1059974.9,1102957.6,1177275.2,1221290.2,1261385,1306146.4,1360480.4,1390956.9,1453961.1,1510500.7,1568733.9,1554600.5,1599558.7,1670956.9,1739437.2,1747748.1,1818297.6,1889528.3,1928212.5,2004390.2,2108743.8,2175325.7,2347161.2,2514390,2509056.4,2703542.5,2828235.3
93000,Great Lakes,3,SAINC51,52,...,Population (persons) 1/,Number of persons,29832000,30324000,30530000,30883000,31498000,32166000,33063000,33779000,34404000,34967000,35578000,35928000,36290000,36616000,36927000,37357000,37868000,38405000,38951000,39347000,39645000,39904000,40319722,40622322,40824274,40946800,41036791,41105385,41186726,41353165,41510152,41610978,41693671,41647869,41492474,41366046,41393218,41417995,41455030,41589687,41720866,41872543,42091157,42495903,42902625,43274741,43589980,43923694,44239468,44493603,44727877,44969225,45216019,45401564,45550284,45707787,45844372,45949142,46071573,46187992,46275120,46355854,46450926,46581007,46702685,46858544,46981703,47048641,47136080,47233794,47305993,47358343,47358568,47206851,47199092,47360185,47619171
93000,Great Lakes,3,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1449,1391,1536,1675,1720,1834,1801,1904,1990,2040,2023,2128,2173,2220,2323,2401,2578,2763,2943,3056,3272,3495,3688,3992,4279,4794,5177,5658,6149,6760,7432,8131,8860,9632,10263,10883,12043,12739,13431,13927,15001,16010,16864,17215,18333,18911,19855,20711,21563,22503,23698,24527,26037,26900,27692,28576,29676,30272,31559,32703,33900,33536,34435,35872,37245,37298,38702,40161,40907,42436,44577,45933,49561,53263,53159,57085,59393
94000,Plains,4,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,18324.1,17006.8,19253.6,20630.9,21598.8,21866,23100.6,23548.3,24698.2,26478.1,28000.7,28700.1,29961,31074.4,33144.4,34421.7,36349.7,39779.9,42470.2,44439.2,48138.8,52006.7,57041.9,62141.6,67780.4,79636.4,82915.7,92169,98110.5,108219.7,122113.9,133578.6,144366.3,162822.4,173742.8,184831.6,207707.6,218916.3,229736,239598.1,252593.5,271359,287083.7,298734.4,320202.8,329964.7,351997.3,367509.6,393325.2,411196.8,436863.1,454603.8,485566.6,505326.5,525614.3,554068.3,586312.7,601281.8,633976.8,671018.1,716761.4,715615.1,740263.6,785457.5,825434.2,825264.5,857070.3,880812.9,892939.6,924987.9,974482.3,1009341.4,1085349.1,1180687,1214663.7,1304070.1,1346689.7
94000,Plains,4,SAINC51,52,...,Population (persons) 1/,Number of persons,13604000,13850000,14103000,14167000,14175000,14268000,14453000,14730000,14905000,14979000,14994000,15195000,15424000,15570000,15657000,15715000,15787000,15819000,15888000,15942000,16047000,16202000,16349829,16474813,16562762,16628032,16671561,16742551,16863608,16949656,17028437,17097176,17207567,17264245,17291648,17325258,17382070,17401690,17392728,17427930,17533255,17595235,17697550,17843335,18026179,18209613,18380746,18549556,18705269,18851351,18988053,19130836,19275412,19374967,19468009,19569167,19687933,19802730,19956982,20105697,20248815,20392583,20540031,20661404,20786764,20921838,21050417,21166271,21274183,21381319,21474484,21561894,21625690,21665980,21704205,21826216,21977413
94000,Plains,4,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1347,1228,1365,1456,1524,1533,1598,1599,1657,1768,1867,1889,1942,1996,2117,2190,2303,2515,2673,2788,3000,3210,3489,3772,4092,4789,4973,5505,5818,6385,7171,7813,8390,9431,10048,10668,11950,12580,13209,13748,14407,15422,16222,16742,17763,18120,19150,19812,21028,21813,23007,23763,25191,26081,26999,28313,29780,30364,31767,33375,35398,35092,36040,38016,39710,39445,40715,41614,41973,43261,45379,46811,50188,54495,55964,59748,61276
95000,Southeast,5,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,30443.9,30283.9,33873.2,38290.4,40519.3,42547.7,42831.8,46442.7,49942.5,52565.7,55329.6,58947.1,60850.9,64317.8,68292.1,72808.7,79376.6,85961.8,93568.4,101440.9,111251,122748.2,136112.5,151319.2,168096.8,191912.7,212887.9,237291.1,261482.9,289298.6,327091.9,365113.1,411125.3,463097.3,498719.7,541886.4,604866.5,646964.3,689909.6,730620.5,801387.9,867423.7,926029.6,976665.5,1048568.7,1105529.4,1169206.2,1242459.8,1309761.3,1382991,1479839.5,1548786.4,1657990.2,1740744.1,1828223,1930067.1,2064794.4,2180294.7,2324496.1,2445220.7,2547591.2,2535311.9,2635864,2745346.3,2857079.9,2836014.7,2980720.7,3114005.4,3214122.6,3372033.4,3571366.7,3752016.6,4026786.6,4405700.7,4488551.1,4901849.3,5180981.9
95000,Southeast,5,SAINC51,52,...,Population (persons) 1/,Number of persons,32275000,32803000,33860000,34421000,34661000,34681000,34830000,35399000,36071000,36874000,37435000,38115000,38885000,39544000,40179000,40742000,41349000,41857000,42257000,42611000,43042000,43440000,43973515,45013167,46019010,46991755,47954591,48787678,49513969,50311832,51113001,51976687,52881196,53627371,54248696,54856066,55514620,56198797,56861115,57536401,58120493,58733381,59516122,60500666,61508138,62530549,63574211,64601937,65611342,66655300,67626581,68569381,69497232,70317959,71151666,71961591,73019229,74148386,75065947,76122849,77057840,77814936,78569595,79195977,79883168,80508047,81195505,81974049,82827343,83580932,84228691,84843217,85430784,85951700,87008342,88160777,89262082
95000,Southeast,5,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,943,923,1000,1112,1169,1227,1230,1312,1385,1426,1478,1547,1565,1626,1700,1787,1920,2054,2214,2381,2585,2826,3095,3362,3653,4084,4439,4864,5281,5750,6399,7025,7775,8635,9193,9878,10896,11512,12133,12698,13788,14769,15559,16143,17048,17680,18391,19233,19962,20748,21883,22587,23857,24755,25695,26821,28277,29404,30966,32122,33061,32581,33548,34665,35766,35226,36710,37988,38805,40345,42401,44223,47135,51258,51588,55601,58042
96000,Southwest,6,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,12172.1,13235.2,14134.8,15935.4,17188.2,17810.3,18354.3,19801.7,21184,22599.7,23766.4,25153,25990.4,27439.7,28778.3,29994.5,32597.7,34900,37673.7,40902.3,45063.1,49834,55786.3,61734.8,67975.2,77598.9,86488.7,99124.3,110285.1,122182.7,140451,160508.8,183539,211822.7,234602.7,255371.7,280925.6,302648.5,315395.5,320812.4,342846.1,364259.6,389728.7,410308.4,442992.9,468838.8,496897.4,530856.9,565703.1,609983.8,659211.2,693294.5,750439.5,802480.1,837396.3,882830,936212,1005381.3,1097142.2,1158142.9,1256506.1,1233690.8,1296015.7,1387188.6,1468756.8,1495024.8,1590404.2,1617627.4,1628159.6,1727527.1,1859995.4,1953283.6,2073166.9,2274575.3,2373089,2583506.8,2712632.1
96000,Southwest,6,SAINC51,52,...,Population (persons) 1/,Number of persons,11009000,11086000,11450000,11823000,12110000,12168000,12287000,12682000,12962000,13324000,13598000,13874000,14235000,14572000,14930000,15108000,15278000,15414000,15567000,15734000,15998000,16328000,16621375,17076950,17502870,17942658,18354229,18789070,19269802,19710280,20180482,20776513,21426140,21985332,22791219,23405364,23776476,24165954,24584827,24747513,24859623,25083118,25411251,25917326,26491437,27115790,27772489,28419852,29019737,29625063,30239551,30827272,31380654,31891889,32430969,32923761,33475468,34098071,34944948,35624083,36269039,36899289,37464146,37939733,38459681,38934246,39499579,40097127,40635623,41082659,41504141,41978057,42510726,42954000,43631151,44385963,45098864
96000,Southwest,6,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1106,1194,1234,1348,1419,1464,1494,1561,1634,1696,1748,1813,1826,1883,1928,1985,2134,2264,2420,2600,2817,3052,3356,3615,3884,4325,4712,5276,5723,6199,6960,7725,8566,9635,10294,10911,11815,12524,12829,12963,13791,14522,15337,15831,16722,17290,17892,18679,19494,20590,21800,22490,23914,25163,25821,26814,27967,29485,31396,32510,34644,33434,34593,36563,38190,38399,40264,40343,40067,42050,44815,46531,48768,52954,54390,58205,60149
97000,Rocky Mountain,7,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,4417.4,4459.4,4997.3,5647.9,5918.5,5965.4,6082.4,6626.4,7153.1,7755.1,7959.1,8365.9,8792.3,9318.7,10081.3,10382,11047.8,11842.8,12484.8,13212.6,14220.6,15706,17783.6,19914.7,22406.8,25594.5,28692.7,32094.3,35236.3,39083.2,45158.5,50600.7,57510,65010.4,70460.9,76719.7,83290.4,87785.7,91305.3,93699.1,99404.8,106971.9,113756,121252.8,130970.6,141417.1,150763.2,162738.1,173644.1,184487.8,200422.3,212274.8,231205,245041.1,254921.1,265830.6,280975.5,297317.2,322270.1,343449,363944.5,357545.3,368137.3,393484.8,415376.6,427517.9,456592.8,476720.4,486685.6,519893.1,561641.5,599833.9,647394.6,716721,749718,815228.4,856626.7
97000,Rocky Mountain,7,SAINC51,52,...,Population (persons) 1/,Number of persons,3278000,3382000,3494000,3508000,3571000,3672000,3760000,3890000,4030000,4113000,4139000,4226000,4350000,4497000,4580000,4632000,4673000,4703000,4735000,4783000,4868000,4943000,5037873,5194044,5368407,5527390,5649835,5781745,5915555,6078758,6256862,6438928,6592318,6742612,6903979,7034816,7108977,7167704,7199874,7205624,7202616,7234109,7305119,7477155,7696444,7938748,8171343,8379865,8565452,8745913,8918147,9094461,9268926,9430982,9567277,9675332,9807510,9972107,10189958,10406301,10609537,10793888,10949755,11089602,11231076,11387815,11541369,11723574,11917655,12095615,12269211,12428025,12585532,12744780,12890318,13032052,13187576
97000,Rocky Mountain,7,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1348,1319,1430,1610,1657,1625,1618,1703,1775,1886,1923,1980,2021,2072,2201,2241,2364,2518,2637,2762,2921,3177,3530,3834,4174,4630,5079,5551,5957,6429,7217,7859,8724,9642,10206,10906,11716,12247,12682,13004,13801,14787,15572,16216,17017,17814,18450,19420,20273,21094,22474,23341,24944,25983,26645,27475,28649,29815,31626,33004,34304,33125,33621,35482,36985,37542,39561,40663,40837,42982,45776,48265,51440,56236,58161,62556,64957
98000,Far West *,8,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,22238.5,22958.7,26822.3,30172.7,32854.6,35260.2,36474.3,39607.9,42992.6,45780.5,47825,51956.9,54439,57606.4,62012.2,65899.7,72246.3,77434.2,83909.4,90035.6,97897.6,106692.2,117258.2,126715.4,136926.9,152320.7,170103.9,191597.2,211009.8,232429.2,263096.9,296478.5,336638.1,376568.8,406403.1,440394,484672.2,519578.8,556429,588132.1,647229.9,694282.8,749633.5,789768,842231,870198.1,902452.7,947269,997838.8,1048630.4,1131220,1191486.5,1285538.6,1359414.7,1428034.6,1506351.1,1603589.5,1669264.6,1791416,1873622.3,1930167.4,1925764.9,1994802.3,2091529.3,2211403.6,2208231.3,2341303.6,2485999.6,2600254.9,2736608.3,2884514.6,3048227.8,3319323.5,3544325.6,3472543.1,3817802.6,4053533.5
98000,Far West *,8,SAINC51,52,...,Population (persons) 1/,Number of persons,13880000,14219000,15392000,15942000,16530000,17217000,17820000,18384000,19101000,19764000,20469000,21159000,21659000,22378000,23114000,23811000,24389000,24908000,25311000,25779000,26151000,26635000,27101402,27570486,27918162,28327835,28800911,29346033,29929494,30553208,31285112,31964927,32779936,33433990,34086401,34716476,35321190,36037077,36815133,37640660,38542275,39534189,40610409,41427985,42225887,42797622,43271002,43744822,44314342,45053779,45798042,46505506,47188420,47891178,48493357,49053068,49601761,50090268,50570529,51031362,51608614,52167532,52684832,53172486,53651785,54122200,54652503,55208367,55738569,56173821,56477002,56663305,56794182,56470195,56534826,56701926,57115560
98000,Far West *,8,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1602,1615,1743,1893,1988,2048,2047,2154,2251,2316,2336,2456,2513,2574,2683,2768,2962,3109,3315,3493,3744,4006,4327,4596,4905,5377,5906,6529,7050,7607,8410,9275,10270,11263,11923,12685,13722,14418,15114,15625,16793,17562,18459,19064,19946,20333,20856,21654,22517,23275,24700,25620,27243,28385,29448,30709,32329,33325,35424,36715,37400,36915,37863,39335,41218,40801,42840,45029,46651,48717,51074,53795,58445,62765,61423,67331,70971
Note: See the included footnote file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAINC51: State annual disposable personal income summary: disposable personal income, population, and per capita disposable personal income ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last updated: March 28, 2025-- new statistics for 2024; revised statistics for 2020-2023.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
