GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
27000,Minnesota,4,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1331,1236,1336,1445,1468,1547,1583,1640,1671,1755,1839,1874,1948,2023,2096,2220,2317,2526,2701,2859,3092,3331,3632,3880,4139,4891,5146,5571,5936,6630,7354,8029,8864,9717,10426,11023,12570,13274,14016,14666,15335,16562,17336,17791,18819,19069,20182,21006,22135,23094,24783,25906,27520,28635,29564,31084,32902,33137,34321,35867,37341,36641,37885,39696,41710,41132,42752,44162,44687,46524,48869,50294,53699,58528,59258,63084,65158
28000,Mississippi,5,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,1580.9,1414.3,1621.7,1769.9,1863.4,1892.9,1840,2084.6,2104.8,2130.8,2310.8,2543.6,2562.2,2800.6,2902.5,3185.2,3322.1,3595.2,3888.7,4211.4,4582.9,5060,5526.9,6221.5,6989.9,8039.1,8746.9,9636.8,10841.6,12100.5,13324,15000.9,16314.1,18187.7,19543.9,20371.3,22345.4,23519.8,24503.7,25772.2,27730.5,29801.8,31366.8,33217.9,35751.3,37950.4,40921.2,43210.6,45699.3,48227.7,51033.7,52728.7,55659,58842.1,60899.8,63740.2,68067.6,71859.7,74075.1,79077.6,82830.2,83298.1,85848.4,89538.2,92226.7,93290.6,95153.1,96008,97349.3,100383.5,103471,107192.8,116487.6,127567.4,125802,134651.1,141179.3
28000,Mississippi,5,SAINC51,52,...,Population (persons) 1/,Number of persons,2076000,2085000,2176000,2163000,2152000,2105000,2064000,2060000,2086000,2088000,2086000,2138000,2182000,2206000,2243000,2244000,2241000,2246000,2245000,2228000,2219000,2220000,2221128,2265529,2307291,2349802,2378603,2399924,2430324,2459810,2488033,2507967,2525342,2539032,2556776,2567719,2578053,2588103,2593596,2588545,2580349,2574272,2578897,2598733,2623734,2655100,2688992,2722659,2748085,2777004,2804834,2828408,2848353,2852994,2858681,2868312,2889010,2905943,2904978,2928350,2947806,2958774,2970367,2977902,2982356,2986599,2987656,2985000,2984364,2983448,2974657,2969008,2958536,2947209,2941939,2943172,2943045
28000,Mississippi,5,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,761,678,745,818,866,899,891,1012,1009,1021,1108,1190,1174,1270,1294,1419,1482,1601,1732,1890,2065,2279,2488,2746,3029,3421,3677,4015,4461,4919,5355,5981,6460,7163,7644,7934,8668,9088,9448,9956,10747,11577,12163,12782,13626,14293,15218,15871,16630,17367,18195,18643,19541,20625,21303,22222,23561,24729,25499,27004,28099,28153,28902,30068,30924,31236,31849,32163,32620,33647,34784,36104,39373,43284,42762,45750,47970
29000,Missouri,4,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,4864.9,4762.5,5248.2,5674.7,5908.2,6265.5,6426.1,6862.2,7229.8,7431.6,7941.2,8392.4,8581.7,8873.4,9314.8,9745.9,10455.4,11291.8,12060.5,12821.4,14097.5,14675.2,16258.8,17711.4,19028.6,21354.6,22670.1,25164.1,27335.7,30281.8,33462,37121.2,40308.7,44760.4,47636.6,51981.9,57854.2,61705,65040.7,68048.2,72752.3,77649,81134,85475.5,91029,95034.3,100521.7,105617.4,111239.4,117481.4,122845.4,127441.6,136189.9,140912.5,147590.2,154872.9,163608.4,167661.3,176593.9,184005.5,195270.5,197477.4,202187.6,208237.2,217574,216900.2,223920.8,230119.7,237097.9,244067.9,256236.6,266196.6,289412.2,311596.2,318412.3,346580,360852.2
29000,Missouri,4,SAINC51,52,...,Population (persons) 1/,Number of persons,3844000,3882000,3964000,4015000,3972000,4020000,4066000,4134000,4163000,4189000,4186000,4258000,4326000,4349000,4357000,4392000,4442000,4467000,4523000,4539000,4568000,4640000,4684768,4722703,4753234,4774601,4785391,4795383,4823554,4845042,4871171,4889327,4921966,4932069,4929456,4943735,4975276,5000260,5023055,5056702,5081737,5095844,5128880,5170800,5217101,5271175,5324497,5378247,5431553,5481193,5521765,5561948,5607285,5641142,5674825,5709403,5747741,5790300,5842704,5887612,5923916,5961088,5996167,6011574,6026733,6044008,6060462,6077056,6093343,6113654,6128572,6143374,6154744,6171374,6179414,6208038,6245466
29000,Missouri,4,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1266,1227,1324,1413,1487,1559,1580,1660,1737,1774,1897,1971,1984,2040,2138,2219,2354,2528,2666,2825,3086,3163,3471,3750,4003,4473,4737,5248,5667,6250,6869,7592,8190,9075,9664,10515,11628,12340,12948,13457,14316,15238,15819,16530,17448,18029,18879,19638,20480,21434,22247,22913,24288,24979,26008,27126,28465,28956,30225,31253,32963,33128,33719,34639,36101,35887,36948,37867,38911,39922,41810,43331,47023,50491,51528,55828,57778
30000,Montana,7,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,814.5,752.5,925.1,993.4,1008.6,1023.1,1021.1,1121.2,1176.9,1224.9,1293.9,1248.2,1312.3,1306.8,1551.7,1533.2,1584.9,1693.1,1807.1,1836.9,1925.2,2068.2,2327.8,2523.7,2892.4,3341.4,3619.2,4019.8,4277.2,4594,5415.9,5741.8,6343.7,7232.1,7704.3,8139.8,8626.1,8755.2,9193.8,9324,9572.2,10479.7,11049,11861.8,12553.9,13597.9,13909.3,14675.5,15325.3,15916.1,16972.2,17238.1,18325.6,19144,20104.2,21811.7,23740.4,25281.7,27200.6,29025.1,31061.4,30970.9,32645.7,34492,36490.9,36524.1,38238.4,39654.4,40348.9,42890.2,45194.2,47638.8,51909.8,57180.3,59198.9,64682.7,67397.2
30000,Montana,7,SAINC51,52,...,Population (persons) 1/,Number of persons,542000,569000,593000,596000,602000,616000,624000,636000,656000,667000,666000,669000,679000,696000,698000,703000,706000,706000,707000,701000,700000,694000,697172,711037,719138,727389,737203,749208,758521,771354,784043,789167,788752,795325,803984,814029,820904,822320,813738,805064,800200,799634,800204,809680,825770,844761,861306,876553,886254,889865,892431,897507,903773,906961,911667,919630,930009,940102,952692,964706,976415,983982,990874,998243,1005475,1016046,1025126,1034544,1045768,1058073,1066610,1075495,1087230,1106522,1122095,1131302,1137233
30000,Montana,7,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1503,1323,1560,1667,1675,1661,1636,1763,1794,1836,1943,1866,1933,1878,2223,2181,2245,2398,2556,2620,2750,2980,3339,3549,4022,4594,4909,5365,5639,5956,6908,7276,8043,9093,9583,9999,10508,10647,11298,11582,11962,13106,13808,14650,15203,16097,16149,16742,17292,17886,19018,19207,20277,21108,22052,23718,25527,26892,28551,30087,31812,31475,32946,34553,36292,35947,37301,38330,38583,40536,42372,44295,47745,51676,52757,57175,59264
31000,Nebraska,4,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,1809.7,1651.7,1966.4,2002.8,2154.7,2035.3,2210.6,2135.3,2191.5,2574.1,2667.4,2691.7,2841.6,2885.6,3170.2,3248.1,3381.3,3732,3974.1,4093.3,4331.1,4746.6,5160.7,5766,6272.7,7333.5,7544.2,8775.9,9140.7,9779.7,11374.5,12125.1,12962.2,15175.8,16070.1,17059.6,19189.7,20214.9,20802.4,21608.2,23165.4,24426.9,26137,27204.3,28922.7,29841,31709.4,33313.2,36242.4,36988.5,39377.3,41193.4,43504.3,45845.6,47546.1,51111.1,53402.9,54755.6,56706.2,60707.9,64841.2,65480,68668.6,76509.2,77995,77154.9,81556.5,84839.7,83667.2,85936.9,90267,94045,100437.5,111513.3,116130.7,127033.7,129232.4
31000,Nebraska,4,SAINC51,52,...,Population (persons) 1/,Number of persons,1265000,1302000,1327000,1316000,1311000,1318000,1340000,1374000,1397000,1394000,1383000,1397000,1417000,1446000,1464000,1476000,1482000,1471000,1456000,1457000,1467000,1474000,1487963,1504208,1518293,1528517,1537809,1541440,1548901,1554466,1560826,1564356,1572296,1578517,1581776,1584293,1588638,1584661,1574328,1566544,1571477,1574858,1581660,1595919,1611687,1625590,1639041,1656992,1673740,1686418,1695816,1704764,1713820,1719836,1728292,1738643,1749370,1761497,1772693,1783440,1796378,1812683,1830194,1843937,1859140,1873681,1890242,1904766,1921616,1934551,1945483,1954962,1963387,1964537,1972246,1987864,2005465
31000,Nebraska,4,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1431,1269,1482,1522,1644,1544,1650,1554,1569,1847,1929,1927,2005,1996,2165,2201,2282,2537,2729,2809,2952,3220,3468,3833,4131,4798,4906,5693,5901,6291,7287,7751,8244,9614,10160,10768,12079,12757,13213,13794,14741,15511,16525,17046,17946,18357,19346,20105,21654,21933,23220,24164,25384,26657,27510,29397,30527,31085,31989,34040,36096,36123,37520,41492,41952,41178,43146,44541,43540,44422,46398,48106,51155,56763,58882,63905,64440
32000,Nevada,8,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,251.1,268,305.2,345.3,394.2,446,478.1,561,582.1,623.9,663.6,731.4,794.3,872.7,1047.3,1167.5,1295,1389.9,1462.3,1549.4,1764,1952.8,2276.4,2571.5,2856.7,3244.4,3584.1,4147.8,4646.9,5339.2,6390,7340.1,8543.7,9673,10426.8,11208.1,12209,13166.9,14187.7,15372.4,17452.9,19649.7,22000.9,24448.9,26990.1,29076.4,32296.2,35502,38839,42539.3,47358.4,51179.2,56006.1,59680.2,62512,67133.9,73873,81572.3,88142.6,91979.9,92037.7,88841.7,92389.4,95350,98769.9,97539.1,103922.8,112064.5,115291.7,124210.4,132913.4,143464.5,153075.5,168523.3,170497.3,187067.4,198297.8
32000,Nevada,8,SAINC51,52,...,Population (persons) 1/,Number of persons,156000,157000,162000,168000,181000,195000,213000,237000,250000,260000,269000,279000,291000,315000,352000,397000,426000,444000,446000,449000,464000,480000,493223,519989,546736,568910,596713,619847,646823,678134,719345,765121,810215,847656,881538,901978,924921,951032,980614,1023374,1075023,1137382,1220695,1296171,1351367,1411215,1499298,1581578,1666320,1764104,1853191,1934718,2018741,2098399,2173791,2248850,2346222,2432143,2522658,2601072,2653630,2684665,2701888,2710129,2739290,2769188,2808779,2855986,2904614,2954768,3011007,3068665,3116967,3148141,3176116,3214363,3267467
32000,Nevada,8,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1610,1707,1884,2055,2178,2287,2244,2367,2328,2400,2467,2622,2730,2771,2975,2941,3040,3130,3279,3451,3802,4068,4615,4945,5225,5703,6006,6692,7184,7873,8883,9593,10545,11411,11828,12426,13200,13845,14468,15021,16235,17276,18023,18862,19972,20604,21541,22447,23308,24114,25555,26453,27743,28441,28757,29853,31486,33539,34940,35362,34684,33092,34194,35183,36057,35223,36999,39238,39693,42037,44143,46751,49110,53531,53681,58197,60689
33000,New Hampshire,1,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,630.1,647.1,679.6,738.8,778.6,825.3,882.9,949,1002.5,1066.4,1089.5,1185.1,1239.8,1309.7,1396.8,1450.4,1591.5,1708.3,1849.9,2019.3,2214.6,2462.3,2611.9,2887.7,3146.6,3588.2,3931.5,4338.5,4868.9,5478.9,6264.7,7156.8,8215.1,9269.3,10315.8,11339.7,12837.6,14038.8,15423.4,16969.6,18891.9,20258.7,20528.8,21414.9,22456.4,23090.7,24676.3,26087.6,27358.4,29120,32062.5,33902.4,37811.9,40508.2,42277,43474.7,46275.1,47430.3,50473.1,52137.8,53988.2,54740.2,56818.2,58915.4,61385.4,60565.5,62558.6,65022.4,66972.9,70366.5,74159.2,78784.9,83795,90327.9,90099.2,97893.5,103165.9
33000,New Hampshire,1,SAINC51,52,...,Population (persons) 1/,Number of persons,520000,533000,532000,529000,535000,547000,554000,557000,566000,572000,581000,596000,609000,618000,632000,649000,663000,676000,681000,697000,709000,724000,741932,762173,781699,801824,817073,830025,847025,871860,893974,911893,924250,936621,947720,958134,976863,996753,1025054,1054289,1082576,1104523,1112384,1109929,1117784,1129458,1142560,1157561,1174719,1189425,1205940,1222014,1239882,1255517,1269089,1279840,1290121,1298492,1308389,1312540,1315906,1316102,1317105,1321939,1327372,1331163,1339344,1343764,1351178,1359076,1364941,1371857,1378756,1387677,1396678,1402199,1409032
33000,New Hampshire,1,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1212,1214,1277,1397,1455,1509,1594,1704,1771,1864,1875,1988,2036,2119,2210,2235,2401,2527,2716,2897,3124,3401,3520,3789,4025,4475,4812,5227,5748,6284,7008,7848,8888,9896,10885,11835,13142,14085,15046,16096,17451,18342,18455,19294,20090,20444,21597,22537,23289,24482,26587,27743,30496,32264,33313,33969,35869,36527,38576,39723,41027,41593,43139,44567,46246,45498,46708,48388,49566,51775,54331,57429,60776,65093,64510,69814,73218
34000,New Jersey,2,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,7211.5,7359.6,8130.3,9056.8,9691.4,10436.1,10776.2,11434.8,12354.8,13168.6,12964.4,13961.6,14648.8,15390.1,16537.7,17339.1,18931.8,20187.2,21842.7,23364.6,25410.3,28252.2,31010.9,33921.5,36378.4,39915.5,43173.1,47313.9,50828.4,54991.3,60864.2,66867.9,75099.3,83546.3,90345.5,98751.2,109610.9,116473.6,124532.3,132476.8,147728.1,158641.2,167349.3,171523.2,184370,189818.7,195688.5,208238.4,218550.6,230570.1,243362.5,252709.4,276109.9,287114.5,300292.2,310910.2,325233.5,331779.7,354300.9,371189.8,384724.6,387087.3,397235,409360.8,425028,421449.1,439473.5,454670.3,468296.2,487599.4,512769.8,541341.9,570835,609076.5,603239.2,661194.4,692547.7
34000,New Jersey,2,SAINC51,52,...,Population (persons) 1/,Number of persons,4774000,4889000,4872000,5006000,5125000,5229000,5360000,5502000,5615000,5737000,5890000,6015000,6103000,6265000,6376000,6531000,6660000,6767000,6851000,6928000,7005000,7095000,7190282,7281935,7336538,7335240,7335227,7341417,7344079,7342027,7356414,7373048,7376330,7407471,7430970,7467784,7515474,7565530,7622161,7670741,7712333,7726086,7762963,7814676,7880508,7948915,8014306,8083242,8149596,8218808,8287418,8359592,8430621,8492671,8552643,8601402,8634561,8651974,8661679,8677885,8711090,8755602,8809368,8878245,8935248,8987175,9036406,9079218,9122374,9176713,9220072,9259376,9272794,9270541,9295227,9379642,9500851
34000,New Jersey,2,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1511,1505,1669,1809,1891,1996,2010,2078,2200,2295,2201,2321,2400,2457,2594,2655,2843,2983,3188,3372,3627,3982,4313,4658,4959,5442,5886,6445,6921,7490,8274,9069,10181,11279,12158,13224,14585,15395,16338,17270,19155,20533,21557,21949,23396,23880,24417,25762,26817,28054,29365,30230,32751,33807,35111,36146,37666,38347,40904,42774,44165,44210,45092,46108,47568,46895,48634,50078,51335,53134,55615,58464,61560,65700,64898,70492,72893
35000,New Mexico,6,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,646.3,712,807.6,922.9,995.8,1055.2,1092.1,1178.7,1269.3,1412.9,1581.3,1691.8,1744.7,1825.9,1891.5,1957.7,2095.7,2206.3,2318.2,2395.5,2581.9,2818,3152.9,3542.4,3952.9,4434.2,4959.7,5761,6361.8,7108.8,8055.7,9063,10187.9,11370.9,12432.6,13700.1,14988.6,16193.3,16914.3,17381,18432.9,19645.8,20977.6,22544.2,24228.7,25984.7,27679.3,29779.2,31123.8,32502.2,34114.1,34610.8,37397.4,39989.5,42472.4,44841.6,47767.3,50465.3,53859.8,56872.9,61186.6,61704.7,64286,66995,68573.5,66440.1,70306.2,71903.8,73506.7,75092.2,78926,83191.5,91027.8,98669.7,100688.3,105653.9,110629.1
35000,New Mexico,6,SAINC51,52,...,Population (persons) 1/,Number of persons,604000,644000,689000,717000,735000,756000,763000,785000,806000,847000,886000,919000,954000,965000,979000,989000,1006000,1012000,1007000,1000000,994000,1011000,1023206,1053258,1077815,1104225,1129568,1162682,1195162,1225245,1251848,1280539,1309400,1332747,1363822,1394362,1416719,1438360,1462728,1478519,1490336,1503901,1521574,1555305,1595442,1636453,1682398,1720394,1752326,1774839,1793484,1808082,1821204,1831690,1855309,1877574,1903808,1932274,1962137,1990070,2010662,2036802,2064898,2082130,2090282,2096538,2095081,2096056,2099682,2101111,2103161,2110180,2118606,2117333,2113868,2121164,2130256
35000,New Mexico,6,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1070,1106,1172,1287,1355,1396,1431,1502,1575,1668,1785,1841,1829,1892,1932,1979,2083,2180,2302,2395,2597,2787,3081,3363,3668,4016,4391,4955,5323,5802,6435,7078,7781,8532,9116,9825,10580,11258,11564,11756,12368,13063,13787,14495,15186,15879,16452,17310,17761,18313,19021,19142,20534,21832,22892,23883,25090,26117,27450,28578,30431,30295,31133,32176,32806,31690,33558,34304,35008,35739,37527,39424,42966,46601,47632,49809,51932
36000,New York,2,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,23005.4,23333.6,24978.2,26290.2,27223.9,29064.7,30382.8,32352.7,34279.7,36396.2,38025.5,40003.2,41718,43393.8,45828.1,47871.2,51860.8,54918.9,58603.4,62693.1,68727.2,70544.4,77258.8,83811,88690.6,94922.5,101932.4,111695.8,117730.6,126534.2,137176.9,148869.9,165366.4,182463.1,197929.6,217404.5,240696.5,256125.2,273323.1,287463.2,320285.8,344099.8,372054.8,374686.8,395948.4,405338.3,417854.6,439360.5,458293.1,480677.8,504091.1,530616.2,568728.6,583896.3,606733.9,621295.4,645364,659555.4,699026.8,742709.5,762279.4,785048.3,812982.9,845519.6,887922.1,878323.9,905575.3,938250,982658.7,1048815.7,1084639.6,1124785.1,1202102.6,1253736.8,1220340.3,1339351.1,1413508.8
36000,New York,2,SAINC51,52,...,Population (persons) 1/,Number of persons,14497000,14892000,14865000,14890000,15192000,15527000,15814000,15966000,16112000,16374000,16601000,16685000,16838000,17061000,17301000,17461000,17589000,17734000,17843000,17935000,18051000,18105000,18271605,18364865,18351767,18194767,18072768,18032254,17974654,17851507,17720421,17633646,17566754,17567731,17589737,17686907,17745676,17791678,17833421,17868844,17941309,17983084,18020784,18122510,18246653,18374954,18459470,18524104,18588460,18656546,18755906,18882725,19001780,19082838,19137800,19175939,19171567,19132610,19104631,19132335,19212436,19307066,19420354,19602134,19758616,19892558,20001317,20087023,20148134,20187407,20219472,20220321,20105171,19848276,19703747,19737367,19867248
36000,New York,2,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1587,1567,1680,1766,1792,1872,1921,2026,2128,2223,2291,2398,2478,2543,2649,2742,2948,3097,3284,3496,3807,3896,4228,4564,4833,5217,5640,6194,6550,7088,7741,8442,9414,10386,11253,12292,13564,14396,15326,16087,17852,19135,20646,20675,21700,22059,22636,23718,24655,25765,26876,28101,29930,30598,31703,32400,33663,34473,36589,38820,39676,40661,41862,43134,44938,44153,45276,46709,48772,51954,53643,55626,59791,63166,61934,67859,71148
37000,North Carolina,5,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,3620.1,3608.2,4198.4,4657.7,4751.4,4960.2,5109,5522.8,5876.6,5868.9,6237,6601.5,6937.8,7347,7849.5,8237.9,9026,9670.9,10684.4,11564,12588.2,13943.7,15340.2,16842.4,18801.7,21455.9,23517.2,26144.3,28685.7,31291.6,35160.2,38509.9,43189.2,48523.2,52692.9,57198,64854.4,69868.1,75307.6,80321.3,88751,96154.7,102763.2,108121.7,117865.9,125402.5,132954,142176.4,151539.5,161881.4,171963.1,180585.5,191808.8,197956.1,205562,216638.7,235502.7,250047.8,270682.5,289740.6,313853.2,309829.8,312109.5,318906.9,341049.4,332773,351332.9,366949.2,378998.7,398999.2,421434.9,445838.5,484071.3,533747.5,547506.4,595900.4,637450
37000,North Carolina,5,SAINC51,52,...,Population (persons) 1/,Number of persons,3837000,3911000,4068000,4120000,4109000,4120000,4131000,4242000,4309000,4368000,4376000,4458000,4573000,4663000,4707000,4742000,4802000,4863000,4896000,4952000,5004000,5031000,5099150,5200760,5296085,5382441,5461112,5535097,5593463,5668494,5740286,5801563,5898980,5956653,6019108,6077059,6164004,6253957,6321576,6403693,6480591,6565462,6664016,6784280,6897214,7042818,7187398,7344674,7500670,7656825,7809121,7949361,8081614,8210122,8326201,8422501,8553152,8705407,8917270,9118037,9309449,9449566,9571037,9641131,9719755,9800429,9876774,9962464,10072775,10172498,10273864,10369657,10449652,10564320,10710793,10881189,11046024
37000,North Carolina,5,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,943,923,1032,1131,1156,1204,1237,1302,1364,1344,1425,1481,1517,1576,1668,1737,1880,1989,2182,2335,2516,2772,3008,3238,3550,3986,4306,4723,5128,5520,6125,6638,7321,8146,8754,9412,10521,11172,11913,12543,13695,14646,15421,15937,17089,17806,18498,19358,20203,21142,22021,22717,23734,24111,24689,25721,27534,28723,30355,31777,33713,32788,32610,33078,35088,33955,35572,36833,37626,39223,41020,42995,46324,50524,51117,54764,57709
38000,North Dakota,4,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,787.1,689.7,815.2,829.9,758.9,773.6,807,890.6,919.5,943,1084.6,1002.2,1118.3,1021.4,1444.5,1334.6,1331.2,1559.1,1567,1558.4,1629.3,1794.1,1910.8,2238.8,2659.2,3718.7,3573.6,3754.7,3680.4,3841.5,4813.6,4934.1,4635,6083.9,6712.6,7114,7703,7973.5,8129.7,8303.9,7641.4,8581.4,9303.8,9420,10368.4,10442.7,11389.4,11338.3,12736,12377.3,13609.3,13756.4,14977.4,15225,15878.4,17510.3,17848,18801.6,19538.3,21527.7,24232.2,24522.5,27179.4,30154.4,35356.8,34942.8,37298.9,36000.1,35297.9,35877.1,38776.2,39873.6,43139.5,46474.9,49538.9,51143,50894.9
38000,North Dakota,4,SAINC51,52,...,Population (persons) 1/,Number of persons,580000,597000,619000,604000,608000,609000,611000,615000,613000,612000,606000,618000,634000,641000,637000,644000,649000,649000,647000,626000,621000,621000,618851,626659,630937,632411,634212,638469,645293,649168,650648,652152,654380,659504,668972,676687,680499,676979,669513,661141,655330,646351,637685,635753,638223,641216,644804,647832,650382,649716,647532,644259,642023,639062,638168,638817,644705,646089,649422,652822,657569,664968,675097,687257,705347,727655,744628,762814,764781,766807,771499,776548,779563,777966,781057,789047,796568
38000,North Dakota,4,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1357,1155,1317,1374,1248,1270,1321,1448,1500,1541,1790,1622,1764,1593,2268,2072,2051,2402,2422,2489,2624,2889,3088,3573,4215,5880,5635,5881,5704,5918,7398,7566,7083,9225,10034,10513,11320,11778,12143,12560,11660,13277,14590,14817,16246,16286,17663,17502,19582,19050,21017,21352,23329,23824,24881,27410,27684,29101,30086,32976,36851,36878,40260,43876,50127,48021,50091,47194,46154,46788,50261,51347,55338,59739,63425,64816,63893
39000,Ohio,3,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,11000.5,10660.3,11799.5,13187.4,13951.5,15259.4,15732.6,16815.8,17904.2,18838.7,18887.2,20148.9,20824.3,21355.2,22421.9,23330.7,25253.4,27122.1,29445,30812.9,33591.4,36248.3,38837.4,41987.7,44850.5,49810.2,54380.8,58629.8,63926.8,70341.3,77511.9,85001,93422,100963.8,106978.4,113423.1,125867.8,133275.1,139785.2,144768,156648.1,167618.2,177940.1,182876.3,195035.7,202517.2,213478.5,223027,231587.9,244255.1,257448.3,265366.2,278933.3,287987.7,297867.6,310060.4,322505.1,329124.8,344213.7,357827.2,373451.4,372169.5,381366.5,402255,417110.6,420652.7,438364.6,453852,463262.7,482233.5,504008.7,520795.7,561861.1,603567,600653,647225,681509.7
39000,Ohio,3,SAINC51,52,...,Population (persons) 1/,Number of persons,7876000,7973000,7980000,8061000,8275000,8591000,8873000,9017000,9207000,9410000,9599000,9671000,9734000,9854000,9929000,9986000,10080000,10201000,10330000,10414000,10516000,10563000,10668839,10734782,10746920,10767205,10765613,10770498,10752731,10771232,10795431,10798562,10800650,10788336,10757085,10737631,10737743,10734926,10730272,10760081,10798554,10829216,10864162,10945762,11029431,11101140,11152454,11202751,11242827,11277357,11311536,11335454,11363543,11387404,11407889,11434788,11452251,11463320,11481213,11500468,11515391,11528896,11541932,11558178,11573400,11612081,11648921,11674622,11702354,11737959,11763104,11788679,11798905,11767344,11777874,11824034,11883304
39000,Ohio,3,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1397,1337,1479,1636,1686,1776,1773,1865,1945,2002,1968,2083,2139,2167,2258,2336,2505,2659,2850,2959,3194,3432,3640,3911,4173,4626,5051,5444,5945,6530,7180,7872,8650,9359,9945,10563,11722,12415,13027,13454,14506,15478,16379,16707,17683,18243,19142,19908,20599,21659,22760,23410,24546,25290,26111,27116,28161,28711,29981,31114,32431,32281,33042,34803,36040,36225,37631,38875,39587,41083,42847,44178,47620,51292,50998,54738,57350
40000,Oklahoma,6,SAINC51,51,...,Disposable personal income (millions of dollars) ,Millions of dollars,2197.1,2328.1,2405,2655,2878.8,2994.9,3025.8,3205.5,3386.4,3522.1,3833.1,3984.5,4179.4,4309.8,4496.6,4651.9,5028.4,5389.5,5749.1,6270.8,6822,7487.5,8358.3,9219.2,9975.9,11415.1,12503.3,14181,15537,17175.9,19291.8,22326,25546.8,29378.4,32549.8,34461.3,37274.9,38818,39925.8,39162.3,40935,43280.3,45077.3,46959.3,50099.8,52094.3,54281.7,56561.6,59620.4,62699.7,65999.2,67680,73314.1,78012.9,81642.4,86612.6,93856.1,101725.7,111958.3,115348.4,129035.7,122613,128617.5,136557.4,145407,152150.6,161105.4,156076.6,149062.1,155923.7,164969.7,173402.1,182672.8,198967.7,210699.4,224847,234752.1
40000,Oklahoma,6,SAINC51,52,...,Population (persons) 1/,Number of persons,2089000,2105000,2229000,2210000,2219000,2182000,2209000,2250000,2273000,2282000,2267000,2289000,2336000,2380000,2427000,2439000,2446000,2440000,2454000,2489000,2503000,2535000,2566485,2617944,2657448,2694182,2732454,2771858,2823396,2865935,2913056,2970080,3040758,3096159,3206129,3290404,3285535,3271333,3252735,3210124,3167064,3150304,3148825,3175440,3220517,3252285,3280940,3308208,3340129,3372917,3405194,3437147,3454365,3467100,3489080,3504892,3525233,3548597,3594090,3634349,3668976,3717572,3759558,3786536,3815196,3847936,3871400,3900900,3916688,3920316,3928371,3943727,3965415,3992238,4026229,4063882,4095393
40000,Oklahoma,6,SAINC51,53,...,Per capita disposable personal income (dollars) 2/,Dollars,1052,1106,1079,1201,1297,1373,1370,1425,1490,1543,1691,1741,1789,1811,1853,1907,2056,2209,2343,2519,2726,2954,3257,3522,3754,4237,4576,5116,5503,5993,6623,7517,8401,9489,10152,10473,11345,11866,12275,12200,12925,13738,14316,14788,15556,16018,16545,17097,17850,18589,19382,19691,21224,22501,23399,24712,26624,28666,31151,31738,35169,32982,34211,36064,38113,39541,41614,40010,38058,39773,41994,43969,46067,49839,52332,55328,57321
